Article,Morph,Jewish,Person,Number,Tense,Mood,Voice,Gender,Case,Degree,Strength,Inflection,-2form,-2lemma,-2morph,-2person,-2number,-2tense,-2mood,-2voice,-2gender,-2case,-2degree,-2strength,-2inflection,-1form,-1lemma,-1morph,-1person,-1number,-1tense,-1mood,-1voice,-1gender,-1case,-1degree,-1strength,-1inflection,1form,1lemma,1morph,1person,1number,1tense,1mood,1voice,1gender,1case,1degree,1strength,1inflection,2form,2lemma,2morph,2person,2number,2tense,2mood,2voice,2gender,2case,2degree,2strength,2inflection,3form,3lemma,3morph,3person,3number,3tense,3mood,3voice,3gender,3case,3degree,3strength,3inflection,Answer
τοισι,-p---nd--i,no,-,p,-,-,-,n,d,-,-,i,ετυχε,τυγχανω,3saia----i,3,s,a,i,a,-,-,-,-,i,επισπενδων,επισπενδω,-sppamn--i,-,s,p,p,a,m,n,-,-,i,ιροισι,ιερος,-p---ndp-i,-,p,-,-,-,n,d,p,-,i,ωσε,ωθεω,3saia----i,3,s,a,i,a,-,-,-,-,i,εωυτον,εαυτου,3s---ma--i,3,s,-,-,-,m,a,-,-,i,2
των,-p---qg--i,no,-,p,-,-,-,q,g,-,-,i,την,ο,-s---fa--i,-,s,-,-,-,f,a,-,-,i,τεχνην,τεχνη,-s---fa--i,-,s,-,-,-,f,a,-,-,i,τοξων,τοξον,-p---ng--i,-,p,-,-,-,n,g,-,-,i,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,2
το,-s---nn--i,yes,-,s,-,-,-,n,n,-,-,i,σοι,συ,2s---pd--i,2,s,-,-,-,p,d,-,-,i,λεγω,λεγω,1spia----i,1,s,p,i,a,-,-,-,-,i,κορασιον,κορασιον,-s---nv--i,-,s,-,-,-,n,v,-,-,i,σοι,συ,2s---pd--i,2,s,-,-,-,p,d,-,-,i,λεγω,λεγω,1spia----i,1,s,p,i,a,-,-,-,-,i,2
της,-s---fg--i,yes,-,s,-,-,-,f,g,-,-,i,και,και,---------n,-,-,-,-,-,-,-,-,-,n,λυσανιου,λυσανιας,-s---mg--i,-,s,-,-,-,m,g,-,-,i,αβιληνης,αβιληνη,-s---fg--i,-,s,-,-,-,f,g,-,-,i,τετρααρχουντος,τετρααρχεω,-sppamg--i,-,s,p,p,a,m,g,-,-,i,επι,επι,---------n,-,-,-,-,-,-,-,-,-,n,2
τους,-p---ma--i,yes,-,p,-,-,-,m,a,-,-,i,πασιν,πας,-p---od--i,-,p,-,-,-,o,d,-,-,i,και,και,---------n,-,-,-,-,-,-,-,-,-,n,πλειονας,πολυς,-p---mac-i,-,p,-,-,-,m,a,c,-,i,των,ο,-p---qg--i,-,p,-,-,-,q,g,-,-,i,αδελφων,αδελφος,-p---mg--i,-,p,-,-,-,m,g,-,-,i,2
τα,-p---na--i,no,-,p,-,-,-,n,a,-,-,i,απαλλασσεται,απαλλασσω,3spip----i,3,s,p,i,p,-,-,-,-,i,ες,εις,---------n,-,-,-,-,-,-,-,-,-,n,οικια,οικιον,-p---na--i,-,p,-,-,-,n,a,-,-,i,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,2
του,-s---og--i,yes,-,s,-,-,-,o,g,-,-,i,τον,ο,-s---ma--i,-,s,-,-,-,m,a,-,-,i,λογον,λογος,-s---ma--i,-,s,-,-,-,m,a,-,-,i,θεου,θεος,-s---mg--i,-,s,-,-,-,m,g,-,-,i,απεστειλαν,αποστελλω,3paia----i,3,p,a,i,a,-,-,-,-,i,προς,προς,---------n,-,-,-,-,-,-,-,-,-,n,2
των,-p---ng--i,no,-,p,-,-,-,n,g,-,-,i,ολκαδων,ολκας,-p---fg--i,-,p,-,-,-,f,g,-,-,i,και,και,---------n,-,-,-,-,-,-,-,-,-,n,αλλων,αλλος,-p---ngp-i,-,p,-,-,-,n,g,p,-,i,πλοιων,πλοιον,-p---ng--i,-,p,-,-,-,n,g,-,-,i,διαφθειρομενων,διαφθειρω,-ppppng--i,-,p,p,p,p,n,g,-,-,i,3
της,-s---fg--i,yes,-,s,-,-,-,f,g,-,-,i,εξεληλυθοτας,εξερχομαι,-prpama--i,-,p,r,p,a,m,a,-,-,i,εκ,εκ,---------n,-,-,-,-,-,-,-,-,-,n,οσφυος,οσφυς,-s---fg--i,-,s,-,-,-,f,g,-,-,i,αβρααμ,αβρααμ,---------n,-,-,-,-,-,-,-,-,-,n,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,2
το,-s---nn--i,yes,-,s,-,-,-,n,n,-,-,i,τι,τις,-s---nn--i,-,s,-,-,-,n,n,-,-,i,εστιν,ειμι,3spia----i,3,s,p,i,a,-,-,-,-,i,γεγονος,γιγνομαι,-srpann--i,-,s,r,p,a,n,n,-,-,i,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,2
τη,-s---fd--i,no,-,s,-,-,-,f,d,-,-,i,δε,δε,---------n,-,-,-,-,-,-,-,-,-,n,εν,εν,---------n,-,-,-,-,-,-,-,-,-,n,εσοδω,εσοδος,-s---fd--i,-,s,-,-,-,f,d,-,-,i,ταυτη,ουτος,-s---fd--i,-,s,-,-,-,f,d,-,-,i,θερμα,θερμος,-p---nnp-i,-,p,-,-,-,n,n,p,-,i,2
τη,-s---fd--i,no,-,s,-,-,-,f,d,-,-,i,περσαι,περσης,-p---mn--i,-,p,-,-,-,m,n,-,-,i,επειτε,επει,---------n,-,-,-,-,-,-,-,-,-,n,ναυμαχιη,ναυμαχια,-s---fd--i,-,s,-,-,-,f,d,-,-,i,ενικων,νικαω,3piia----i,3,p,i,i,a,-,-,-,-,i,τους,ο,-p---ma--i,-,p,-,-,-,m,a,-,-,i,2
του,-s---mg--i,no,-,s,-,-,-,m,g,-,-,i,των,ο,-p---ng--i,-,p,-,-,-,n,g,-,-,i,οπλων,οπλον,-p---ng--i,-,p,-,-,-,n,g,-,-,i,τονου,τονος,-s---mg--i,-,s,-,-,-,m,g,-,-,i,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,2
της,-s---fg--i,no,-,s,-,-,-,f,g,-,-,i,οι,ο,-p---mn--i,-,p,-,-,-,m,n,-,-,i,εκ,εκ,---------n,-,-,-,-,-,-,-,-,-,n,κωμης,κωμη,-s---fg--i,-,s,-,-,-,f,g,-,-,i,παιδες,παις,-p---mn--i,-,p,-,-,-,m,n,-,-,i,εστησαντο,ιστημι,3paim----i,3,p,a,i,m,-,-,-,-,i,2
την,-s---fa--i,no,-,s,-,-,-,f,a,-,-,i,τε,τε,---------n,-,-,-,-,-,-,-,-,-,n,περι,περι,---------n,-,-,-,-,-,-,-,-,-,n,στρατιην,στρατια,-s---fa--i,-,s,-,-,-,f,a,-,-,i,γεγονοτα,γιγνομαι,-prpana--i,-,p,r,p,a,n,a,-,-,i,και,και,---------n,-,-,-,-,-,-,-,-,-,n,2
τω,-s---md--i,no,-,s,-,-,-,m,d,-,-,i,παν,πας,-s---nn--i,-,s,-,-,-,n,n,-,-,i,εν,εν,---------n,-,-,-,-,-,-,-,-,-,n,μακρω,μακρος,-s---mdp-i,-,s,-,-,-,m,d,p,-,i,χρονω,χρονος,-s---md--i,-,s,-,-,-,m,d,-,-,i,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,3
η,-s---fn--i,yes,-,s,-,-,-,f,n,-,-,i,γαρ,γαρ,---------n,-,-,-,-,-,-,-,-,-,n,οτι,οτι,---------n,-,-,-,-,-,-,-,-,-,n,επιστολη,επιστολη,-s---fn--i,-,s,-,-,-,f,n,-,-,i,εκεινη,εκεινος,-s---fn--i,-,s,-,-,-,f,n,-,-,i,ει,ει,---------n,-,-,-,-,-,-,-,-,-,n,2
ο,-s---mn--i,yes,-,s,-,-,-,m,n,-,-,i,ιακωβ,ιακωβ,---------n,-,-,-,-,-,-,-,-,-,n,εγω,εγω,1s---mn--i,1,s,-,-,-,m,n,-,-,i,θεος,θεος,-s---mn--i,-,s,-,-,-,m,n,-,-,i,αβρααμ,αβρααμ,---------n,-,-,-,-,-,-,-,-,-,n,και,και,---------n,-,-,-,-,-,-,-,-,-,n,2
του,-s---og--i,no,-,s,-,-,-,o,g,-,-,i,τε,τε,---------n,-,-,-,-,-,-,-,-,-,n,αλλα,αλλος,-p---nap-i,-,p,-,-,-,n,a,p,-,i,σωματος,σωμα,-s---ng--i,-,s,-,-,-,n,g,-,-,i,και,και,---------n,-,-,-,-,-,-,-,-,-,n,μαλιστα,μαλα,-------s-i,-,-,-,-,-,-,-,s,-,i,2
την,-s---fa--i,yes,-,s,-,-,-,f,a,-,-,i,και,και,---------n,-,-,-,-,-,-,-,-,-,n,χαλασαντων,χαλαω,-papamg--i,-,p,a,p,a,m,g,-,-,i,σκαφην,σκαφη,-s---fa--i,-,s,-,-,-,f,a,-,-,i,εις,εις,---------n,-,-,-,-,-,-,-,-,-,n,την,ο,-s---fa--i,-,s,-,-,-,f,a,-,-,i,2
του,-s---mg--i,yes,-,s,-,-,-,m,g,-,-,i,εν,εν,---------n,-,-,-,-,-,-,-,-,-,n,καιρω,καιρος,-s---md--i,-,s,-,-,-,m,d,-,-,i,θερισμου,θερισμος,-s---mg--i,-,s,-,-,-,m,g,-,-,i,ερω,λεγω,1sfia----i,1,s,f,i,a,-,-,-,-,i,τοις,ο,-p---md--i,-,p,-,-,-,m,d,-,-,i,2
οι,-p---mn--i,no,-,p,-,-,-,m,n,-,-,i,ποιευσι,ποιεω,3ppia----i,3,p,p,i,a,-,-,-,-,i,τοιαδε,τοιοσδε,-p---na--i,-,p,-,-,-,n,a,-,-,i,δε,δε,---------n,-,-,-,-,-,-,-,-,-,n,κατυπερθε,καθυπερθε,---------n,-,-,-,-,-,-,-,-,-,n,κρηστωναιων,κρηστωναιοι,-p---mgp-i,-,p,-,-,-,m,g,p,-,i,3
τον,-s---ma--i,yes,-,s,-,-,-,m,a,-,-,i,και,και,---------n,-,-,-,-,-,-,-,-,-,n,ανδρεαν,ανδρεας,-s---ma--i,-,s,-,-,-,m,a,-,-,i,αδελφον,αδελφος,-s---ma--i,-,s,-,-,-,m,a,-,-,i,αυτου,αυτος,3s---mg--i,3,s,-,-,-,m,g,-,-,i,και,και,---------n,-,-,-,-,-,-,-,-,-,n,2
το,-s---nn--i,no,-,s,-,-,-,n,n,-,-,i,πολλου,πολυς,-s---ngp-i,-,s,-,-,-,n,g,p,-,i,ποιευμενων,ποιεω,-pppmmg--i,-,p,p,p,m,m,g,-,-,i,γαρ,γαρ,---------n,-,-,-,-,-,-,-,-,-,n,δειπνον,δειπνον,-s---nn--i,-,s,-,-,-,n,n,-,-,i,τοιονδε,τοιοσδε,-s---nn--i,-,s,-,-,-,n,n,-,-,i,3
της,-s---fg--i,yes,-,s,-,-,-,f,g,-,-,i,εστιν,ειμι,3spia----i,3,s,p,i,a,-,-,-,-,i,αρραβων,αρραβων,-s---mn--i,-,s,-,-,-,m,n,-,-,i,κληρονομιας,κληρονομια,-s---fg--i,-,s,-,-,-,f,g,-,-,i,ημων,ημεις,1p---mg--i,1,p,-,-,-,m,g,-,-,i,εις,εις,---------n,-,-,-,-,-,-,-,-,-,n,2
τους,-p---ma--i,yes,-,p,-,-,-,m,a,-,-,i,ιεροσολυμα,ιεροσολυμα,-p---na--i,-,p,-,-,-,n,a,-,-,i,παρελαβεν,παραλαμβανω,3saia----i,3,s,a,i,a,-,-,-,-,i,δωδεκα,δωδεκα,---------n,-,-,-,-,-,-,-,-,-,n,κατ’,κατα,---------n,-,-,-,-,-,-,-,-,-,n,ιδιαν,ιδιος,-s---fap-i,-,s,-,-,-,f,a,p,-,i,2
την,-s---fa--i,yes,-,s,-,-,-,f,a,-,-,i,μη,μη,---------n,-,-,-,-,-,-,-,-,-,n,εις,εις,---------n,-,-,-,-,-,-,-,-,-,n,ζωνην,ζωνη,-s---fa--i,-,s,-,-,-,f,a,-,-,i,χαλκον,χαλκος,-s---ma--i,-,s,-,-,-,m,a,-,-,i,αλλα,αλλα,---------n,-,-,-,-,-,-,-,-,-,n,2
τω,-s---md--i,yes,-,s,-,-,-,m,d,-,-,i,υπανδρος,υπανδρος,-s---fnp-i,-,s,-,-,-,f,n,p,-,i,γυνη,γυνη,-s---fn--i,-,s,-,-,-,f,n,-,-,i,ζωντι,ζω,-sppamd--i,-,s,p,p,a,m,d,-,-,i,ανδρι,ανηρ,-s---md--i,-,s,-,-,-,m,d,-,-,i,δεδεται,δεω,3srip----i,3,s,r,i,p,-,-,-,-,i,3
η,-s---fn--i,yes,-,s,-,-,-,f,n,-,-,i,τον,ο,-s---ma--i,-,s,-,-,-,m,a,-,-,i,ανδρα,ανηρ,-s---ma--i,-,s,-,-,-,m,a,-,-,i,δε,δε,---------n,-,-,-,-,-,-,-,-,-,n,γυνη,γυνη,-s---fn--i,-,s,-,-,-,f,n,-,-,i,ινα,ινα,---------n,-,-,-,-,-,-,-,-,-,n,3
τα,-p---na--i,yes,-,p,-,-,-,n,a,-,-,i,σοφους,σοφος,-p---map-i,-,p,-,-,-,m,a,p,-,i,και,και,---------n,-,-,-,-,-,-,-,-,-,n,ασθενη,ασθενης,-p---nap-i,-,p,-,-,-,n,a,p,-,i,του,ο,-s---og--i,-,s,-,-,-,o,g,-,-,i,κοσμου,κοσμος,-s---mg--i,-,s,-,-,-,m,g,-,-,i,2
τον,-s---ma--i,no,-,s,-,-,-,m,a,-,-,i,ελληνων,ελλην,-p---mg--i,-,p,-,-,-,m,g,-,-,i,ες,εις,---------n,-,-,-,-,-,-,-,-,-,n,ναυτικον,ναυτικος,-s---map-i,-,s,-,-,-,m,a,p,-,i,στρατον,στρατος,-s---ma--i,-,s,-,-,-,m,a,-,-,i,ταχθεντες,τασσω,-pappmn--i,-,p,a,p,p,m,n,-,-,i,3
τω,-s---md--i,yes,-,s,-,-,-,m,d,-,-,i,αναστησει,ανιστημι,3sfia----i,3,s,f,i,a,-,-,-,-,i,σπερμα,σπερμα,-s---na--i,-,s,-,-,-,n,a,-,-,i,αδελφω,αδελφος,-s---md--i,-,s,-,-,-,m,d,-,-,i,αυτου,αυτος,3s---mg--i,3,s,-,-,-,m,g,-,-,i,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,2
του,-s---mg--i,no,-,s,-,-,-,m,g,-,-,i,ελασσων,ελασσων,-s---mnc-i,-,s,-,-,-,m,n,c,-,i,ειναι,ειμι,--pna----i,-,-,p,n,a,-,-,-,-,i,ιστρου,ιστρος,-s---mg--i,-,s,-,-,-,m,g,-,-,i,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,2
του,-s---mg--i,yes,-,s,-,-,-,m,g,-,-,i,ο,ο,-s---mn--i,-,s,-,-,-,m,n,-,-,i,πετρος,πετρος,-s---mn--i,-,s,-,-,-,m,n,-,-,i,λογου,λογος,-s---mg--i,-,s,-,-,-,m,g,-,-,i,του,ο,-s---mg--i,-,s,-,-,-,m,g,-,-,i,κυριου,κυριος,-s---mg--i,-,s,-,-,-,m,g,-,-,i,2
τοις,-p---md--i,yes,-,p,-,-,-,m,d,-,-,i,και,και,---------n,-,-,-,-,-,-,-,-,-,n,ειπεν,λεγω,3saia----i,3,s,a,i,a,-,-,-,-,i,ακολουθουσιν,ακολουθεω,-pppamd--i,-,p,p,p,a,m,d,-,-,i,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,2
την,-s---fa--i,yes,-,s,-,-,-,f,a,-,-,i,οιδατε,οιδα,2pria----i,2,p,r,i,a,-,-,-,-,i,αδελφοι,αδελφος,-p---mv--i,-,p,-,-,-,m,v,-,-,i,εισοδον,εισοδος,-s---fa--i,-,s,-,-,-,f,a,-,-,i,ημων,ημεις,1p---mg--i,1,p,-,-,-,m,g,-,-,i,την,ο,-s---fa--i,-,s,-,-,-,f,a,-,-,i,2
των,-p---mg--i,yes,-,p,-,-,-,m,g,-,-,i,κατεπαυσεν,καταπαυω,3saia----i,3,s,a,i,a,-,-,-,-,i,απο,απο,---------n,-,-,-,-,-,-,-,-,-,n,εργων,εργον,-p---ng--i,-,p,-,-,-,n,g,-,-,i,αυτου,αυτος,3s---mg--i,3,s,-,-,-,m,g,-,-,i,ωσπερ,ωσπερ,---------n,-,-,-,-,-,-,-,-,-,n,2
της,-s---fg--i,yes,-,s,-,-,-,f,g,-,-,i,αποδοκιμασθηναι,αποδοκιμαζω,--anp----i,-,-,a,n,p,-,-,-,-,i,απο,απο,---------n,-,-,-,-,-,-,-,-,-,n,γενεας,γενεα,-s---fg--i,-,s,-,-,-,f,g,-,-,i,ταυτης,ουτος,-s---fg--i,-,s,-,-,-,f,g,-,-,i,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,2
του,-s---ng--i,yes,-,s,-,-,-,n,g,-,-,i,ανθρωπου,ανθρωπος,-s---mg--i,-,s,-,-,-,m,g,-,-,i,και,και,---------n,-,-,-,-,-,-,-,-,-,n,σαββατου,σαββατον,-s---ng--i,-,s,-,-,-,n,g,-,-,i,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,2
οι,-p---mn--i,yes,-,p,-,-,-,m,n,-,-,i,αποστολοι,αποστολος,-p---mv--i,-,p,-,-,-,m,v,-,-,i,και,και,---------n,-,-,-,-,-,-,-,-,-,n,προφηται,προφητης,-p---mv--i,-,p,-,-,-,m,v,-,-,i,οτι,οτι,---------n,-,-,-,-,-,-,-,-,-,n,εκρινεν,κρινω,3saia----i,3,s,a,i,a,-,-,-,-,i,2
το,-s---na--i,yes,-,s,-,-,-,n,a,-,-,i,εις,εις,---------n,-,-,-,-,-,-,-,-,-,n,παν,πας,-s---na--i,-,s,-,-,-,n,a,-,-,i,πληρωμα,πληρωμα,-s---na--i,-,s,-,-,-,n,a,-,-,i,του,ο,-s---og--i,-,s,-,-,-,o,g,-,-,i,θεου,θεος,-s---mg--i,-,s,-,-,-,m,g,-,-,i,2
του,-s---og--i,yes,-,s,-,-,-,o,g,-,-,i,αλλα,αλλα,---------n,-,-,-,-,-,-,-,-,-,n,το,ο,-s---na--i,-,s,-,-,-,n,a,-,-,i,ετερου,ετερος,-s---mgp-i,-,s,-,-,-,m,g,p,-,i,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,2
τον,-s---ma--i,yes,-,s,-,-,-,m,a,-,-,i,υπαγω,υπαγω,1spia----i,1,s,p,i,a,-,-,-,-,i,προς,προς,---------n,-,-,-,-,-,-,-,-,-,n,πεμψαντα,πεμπω,-sapama--i,-,s,a,p,a,m,a,-,-,i,με,εγω,1s---ma--i,1,s,-,-,-,m,a,-,-,i,και,και,---------n,-,-,-,-,-,-,-,-,-,n,2
τω,-s---od--i,yes,-,s,-,-,-,o,d,-,-,i,μεν,μεν,---------n,-,-,-,-,-,-,-,-,-,n,ευχαριστω,ευχαριστεω,1spia----i,1,s,p,i,a,-,-,-,-,i,θεω,θεος,-s---md--i,-,s,-,-,-,m,d,-,-,i,μου,εγω,1s---mg--i,1,s,-,-,-,m,g,-,-,i,δια,δια,---------n,-,-,-,-,-,-,-,-,-,n,2
τη,-s---fd--i,yes,-,s,-,-,-,f,d,-,-,i,μου,εγω,1s---mg--i,1,s,-,-,-,m,g,-,-,i,εν,εν,---------n,-,-,-,-,-,-,-,-,-,n,βασιλεια,βασιλεια,-s---fd--i,-,s,-,-,-,f,d,-,-,i,μου,εγω,1s---mg--i,1,s,-,-,-,m,g,-,-,i,και,και,---------n,-,-,-,-,-,-,-,-,-,n,2
τους,-p---ma--i,no,-,p,-,-,-,m,a,-,-,i,ες,εις,---------n,-,-,-,-,-,-,-,-,-,n,σουσα,σουσα,-p---na--i,-,p,-,-,-,n,a,-,-,i,δε,δε,---------n,-,-,-,-,-,-,-,-,-,n,των,ο,-p---mg--i,-,p,-,-,-,m,g,-,-,i,ερετριεων,ερετριεες,-p---mg--i,-,p,-,-,-,m,g,-,-,i,5
ο,-s---mn--i,yes,-,s,-,-,-,m,n,-,-,i,εφη,φημι,3siia----i,3,s,i,i,a,-,-,-,-,i,αυτοις,αυτος,3p---md--i,3,p,-,-,-,m,d,-,-,i,ιησους,ιησους,-s---mn--i,-,s,-,-,-,m,n,-,-,i,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,2
του,-s---mg--i,no,-,s,-,-,-,m,g,-,-,i,το,ο,-s---na--i,-,s,-,-,-,n,a,-,-,i,δε,δε,---------n,-,-,-,-,-,-,-,-,-,n,μαντιος,μαντις,-s---mg--i,-,s,-,-,-,m,g,-,-,i,μεγιστιεω,μεγιστιας,-s---mg--i,-,s,-,-,-,m,g,-,-,i,σιμωνιδης,σιμωνιδης,-s---mn--i,-,s,-,-,-,m,n,-,-,i,2
την,-s---fa--i,no,-,s,-,-,-,f,a,-,-,i,ο,ο,-s---mn--i,-,s,-,-,-,m,n,-,-,i,αριστων,αριστων,-s---mn--i,-,s,-,-,-,m,n,-,-,i,δευτερην,δευτερος,-s---fa--i,-,s,-,-,-,f,a,-,-,i,αποπεμψαμενος,αποπεμπω,-sapmmn--i,-,s,a,p,m,m,n,-,-,i,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,2
του,-s---og--i,yes,-,s,-,-,-,o,g,-,-,i,του,ο,-s---og--i,-,s,-,-,-,o,g,-,-,i,ονοματος,ονομα,-s---ng--i,-,s,-,-,-,n,g,-,-,i,κυριου,κυριος,-s---mg--i,-,s,-,-,-,m,g,-,-,i,ημων,ημεις,1p---mg--i,1,p,-,-,-,m,g,-,-,i,ιησου,ιησους,-s---mg--i,-,s,-,-,-,m,g,-,-,i,2
τον,-s---ma--i,no,-,s,-,-,-,m,a,-,-,i,των,ο,-p---mg--i,-,p,-,-,-,m,g,-,-,i,αθηναιων,αθηναιος,-p---mgp-i,-,p,-,-,-,m,g,p,-,i,εκαστη,εκαστος,-s---fnp-i,-,s,-,-,-,f,n,p,-,i,εθελοι,εθελω,3spoa----i,3,s,p,o,a,-,-,-,-,i,ανδρα,ανηρ,-s---ma--i,-,s,-,-,-,m,a,-,-,i,4
τη,-s---fd--i,yes,-,s,-,-,-,f,d,-,-,i,ταις,ο,-p---fd--i,-,p,-,-,-,f,d,-,-,i,εν,εν,---------n,-,-,-,-,-,-,-,-,-,n,διασπορα,διασπορα,-s---fd--i,-,s,-,-,-,f,d,-,-,i,χαιρειν,χαιρω,--pna----i,-,-,p,n,a,-,-,-,-,i,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,2
την,-s---fa--i,yes,-,s,-,-,-,f,a,-,-,i,και,και,---------n,-,-,-,-,-,-,-,-,-,n,αδουσιν,αειδω,3ppia----i,3,p,p,i,a,-,-,-,-,i,ωδην,ωδη,-s---fa--i,-,s,-,-,-,f,a,-,-,i,μωυσεως,μωυσης,-s---mg--i,-,s,-,-,-,m,g,-,-,i,του,ο,-s---mg--i,-,s,-,-,-,m,g,-,-,i,2
το,-s---na--i,yes,-,s,-,-,-,n,a,-,-,i,εισηει,εισειμι,3siia----i,3,s,i,i,a,-,-,-,-,i,εις,εις,---------n,-,-,-,-,-,-,-,-,-,n,ιερον,ιερον,-s---na--i,-,s,-,-,-,n,a,-,-,i,διαγγελλων,διαγγελλω,-sppamn--i,-,s,p,p,a,m,n,-,-,i,την,ο,-s---fa--i,-,s,-,-,-,f,a,-,-,i,2
οι,-p---mn--i,no,-,p,-,-,-,m,n,-,-,i,αιγινητεων,αιγινητης,-p---mg--i,-,p,-,-,-,m,g,-,-,i,δε,δε,---------n,-,-,-,-,-,-,-,-,-,n,παχεες,παχυς,-p---mnp-i,-,p,-,-,-,m,n,p,-,i,επανασταντος,επανιστημι,-sapamg--i,-,s,a,p,a,m,g,-,-,i,του,ο,-s---mg--i,-,s,-,-,-,m,g,-,-,i,2
του,-s---mg--i,yes,-,s,-,-,-,m,g,-,-,i,τη,ο,-s---fd--i,-,s,-,-,-,f,d,-,-,i,εξουσια,εξουσια,-s---fd--i,-,s,-,-,-,f,d,-,-,i,ηγεμονος,ηγεμων,-s---mg--i,-,s,-,-,-,m,g,-,-,i,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,2
τον,-s---ma--i,no,-,s,-,-,-,m,a,-,-,i,αυτη,αυτος,3s---fd--i,3,s,-,-,-,f,d,-,-,i,στρατον,στρατος,-s---ma--i,-,s,-,-,-,m,a,-,-,i,εξ,εκ,---------n,-,-,-,-,-,-,-,-,-,n,αιγυπτου,αιγυπτος,-s---fg--i,-,s,-,-,-,f,g,-,-,i,απαντα,απας,-s---map-i,-,s,-,-,-,m,a,p,-,i,2
